title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
Oral (traditional) history of the Kipsigis,Taaitta Toweett,,,,,1979.0,,,ol_author,,,oral (traditional) history of the kipsigis | taaitta toweett,
Oral traditional history of the Kipsigis,Taaitta Toweett,,,,,1979.0,,,ol_author,,,oral traditional history of the kipsigis | taaitta toweett,
Tears over a dead cow and other stories,Taaitta Toweett,,,,,1980.0,,http://books.google.com/books/content?id=y69HAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,tears over a dead cow and other stories | taaitta toweett,
An African's year in England,Taaitta Toweett,,,,,1983.0,,http://books.google.com/books/content?id=MM8_AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,an african s year in england | taaitta toweett,
English-Swahili-Kalenjin,Taaitta Toweett,,,,,1979.0,,http://books.google.com/books/content?id=yX8OAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,english swahili kalenjin | taaitta toweett,
Epitaph on colonialism and shorter poems,Taaitta Toweett,,,,,1980.0,,http://books.google.com/books/content?id=4MIIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,epitaph on colonialism and shorter poems | taaitta toweett,
Tears over a dead cow,Taaitta Toweett,,,,,1980.0,,http://books.google.com/books/content?id=y69HAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,tears over a dead cow | taaitta toweett,
Unsung heroes of Lancaster,Taaitta Toweett,,,,,2010.0,,,ol_author,,,unsung heroes of lancaster | taaitta toweett,
Twilight woman,Thomas Akare,,,,,1988.0,,http://books.google.com/books/content?id=pBHdxNpLoVcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,twilight woman | thomas akare,
The slums,Thomas Akare,,,,,1981.0,,https://covers.openlibrary.org/b/id/4334843-L.jpg,ol_author,"Takes readers to the centre of the slums, offering a hard, realistic and unsentimental picture of life in poverty.",,the slums | thomas akare,4334843.0
The road to Eldoret and other stories,Tony Mochama,,,,,2009.0,,http://books.google.com/books/content?id=v36YDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Studies on the aesthetic representations of atrocity the world over have taken different discursive dimensions from history, sociology, political to human rights. These perspectives are usually geared towards understanding the manifestations, extent, political and economic implications of atrocities. In all these cases, representation has been the singular concern. Cultural Archives of Atrocity: Essays on the Protest Tradition in Kenyan Literature, Culture and Society brings together generic ways of interrogating artistic representations of atrocity in Kenya. Couched on interdisciplinary, multidisciplinary and cross-disciplinary approaches, essays in this volume investigate representations of Atrocity in Kenyan Literature, Film, Popular Music and other mediated cultural art forms. Contributors to this volume not only bring on board multiple and competing perspectives on studying atrocity and how they are archived but provide refreshing and valuable insights in examining the artistic and cultural interpellations of atrocity within the socio-political imaginaries of the Kenyan nation. This volume forms part of the growing critical resources for scholars undertaking studies on atrocity within the fields of ethnic studies, cultural studies, postcolonial studies, peace and conflict, criminology, psychology, political economy and history in Kenya.",,the road to eldoret and other stories | tony mochama,
Princess Adhis and the naija coca broda,Tony Mochama,,,,,2011.0,,,ol_author,A novel.,,princess adhis and the naija coca broda | tony mochama,
What if I am a literary gangsta?,Tony Adam Mochama,,,,,2007.0,,http://books.google.com/books/content?id=OUAgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,what if i am a literary gangsta? | tony adam mochama,
"Nairobi, a night guide",Tony Adam Mochama,,,,,2013.0,,http://books.google.com/books/content?id=4P5cDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The book offers an overview of Eastern African writing in English since the mid-twentieth century. It shows how proximate modes of literary communication, arising out of residual but vibrant traditions of oral communication, blend with contemporary media to produce hybrid genres of proximity specific to Eastern African literary production.",,nairobi a night guide | tony adam mochama,
Meet the Omtitas,Tony Adam Mochama,,,,,2013.0,,https://covers.openlibrary.org/b/id/11295355-L.jpg,ol_author,,,meet the omtitas | tony adam mochama,11295355.0
Three days on the cross,Wahome Mutahi,,,,,1991.0,,https://covers.openlibrary.org/b/id/2304804-L.jpg,ol_author,"The author, a well-known Kenyan journalist, and a former detainee, sets his novel in an un-named African country ruled by the Illustrious One - a paranoiac despot. When he demands a crackdown on dissidents, the director of the special police must please him with arrests and detentions. Two of the suspects, a bank employee and a newspaper reporter, are denounced to the authorities, and detained. What follows is a story of Kafkaesque horror, following the men through the dungeons and torture chambers hidden in the capital of a nation masquerading as civil society. The novel enjoyed instant bestseller success in Kenya.",,three days on the cross | wahome mutahi,2304804.0
How to be a Kenyan,Wahome Mutahi,,,,,1996.0,,https://covers.openlibrary.org/b/id/2304807-L.jpg,ol_author,"Peter Enahoro wrote a famously funny book, The Complete Nigerian, and the follow-up How to be a Nigerian. In similar mode, a Kenyan writer has produced a series of hilarious essays about what it means to be a Kenyan. Described as painfully true and outrageously witty, the book is a light-hearted illustration of the particularities of thought, manners and attitude of Kenyan people.",,how to be a kenyan | wahome mutahi,2304807.0
The jail bugs,Wahome Mutahi,,,,,1992.0,,,ol_author,,,the jail bugs | wahome mutahi,
The miracle merchant,Wahome Mutahi,,,,,2003.0,,https://covers.openlibrary.org/b/id/13276464-L.jpg,ol_author,,,the miracle merchant | wahome mutahi,13276464.0
Doomsday,Wahome Mutahi,,,,,1999.0,,http://books.google.com/books/content?id=B0IgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,doomsday | wahome mutahi,
The house of doom,Wahome Mutahi,,,,,2004.0,,https://covers.openlibrary.org/b/id/4253455-L.jpg,ol_author,,,the house of doom | wahome mutahi,4253455.0
Whispers & Camisassius,Wahome Mutahi,,,,,2002.0,,http://books.google.com/books/content?id=wJFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,whispers & camisassius | wahome mutahi,
Best of whispers,Wahome Mutahi,,,,,2018.0,,,ol_author,,,best of whispers | wahome mutahi,
The world of Whispers,Wahome Mutahi,,,,,1991.0,,http://books.google.com/books/content?id=dHobAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the world of whispers | wahome mutahi,
Responsible citizenship,Wahome Mutahi,,,,,1993.0,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,responsible citizenship | wahome mutahi,
Just wait and see,Wahome Mutahi,,,,,2003.0,,https://covers.openlibrary.org/b/id/4317253-L.jpg,ol_author,,,just wait and see | wahome mutahi,4317253.0
Our daily bread,Wahome Mutahi,,,,,1993.0,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,our daily bread | wahome mutahi,
"Responsible citizenship, building democracy",Wahome Mutahi,,,,,1993.0,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,responsible citizenship building democracy | wahome mutahi,
Monitoring state-sponsored violence in Africa,Sally Sealey,,,,,2000.0,,http://books.google.com/books/content?id=mbWcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,monitoring state sponsored violence in africa | sally sealey,
Me Katilili,Wangũi wa Goro,,,,,,,http://books.google.com/books/content?id=HLvpUTniGHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,">Feared and persecuted by the British, Me Katilili led the powerful 1912-1914 Giriama Resistance Movement against British Colonial rule in Kenya. She organized and led the struggle of peasants for control over land, their basic resource. Me Katilili became one of the most important anti-colonial leaders active in Kenya and came to symbolize the progressive role of women in the anti-imperialist struggle.

- publisher",,me katilili | wangui wa goro,
