title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Kenya,Bethwell A. Ogot,,,,,,,http://books.google.com/books/content?id=z-UUUIZ5wTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"While Allan Ogot's circuits of influence have been very wide, and while he has participated in conferences and forums around the world, he has never yielded his intellectual and personal anchorage in Kenya - though he has had numerous opportunities to accept distinguished chairs overseas. Extraordinarily, Allan Ogot has sustained his incredible level of service and scholarship through shifting and challenging conditions within Kenya and within Africa, navigating changing economic and political circumstances. His steady hand and persistent commitment to the highest ideals of scholarly engagement and community provide remarkable model for all who are dedicating themselves and will dedicate themselves to Africanist scholarship. This autobiography provides a commentary on the history of Kenya as seen through Allan Ogot's life experiences.",,kenya | bethwell a ogot,,kenya,bethwell a ogot,,,"Kenya 
Bethwell A. Ogot 
",485,"['Wealth and materialism', 'Oppression', 'Ethnic diversity']"
A history of Kenya,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=JlswAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a history of kenya | william robert ochieng,,a history of kenya,william robert ochieng,,,"A history of Kenya 
William Robert Ochieng' 
",486,"['Wealth and materialism', 'Greed', 'Ethnic diversity']"
Individual dreams in Kenyan history,William Robert Ochieng',,,,,,,https://covers.openlibrary.org/b/id/5330804-L.jpg,ol_author,,,individual dreams in kenyan history | william robert ochieng,5330804.0,individual dreams in kenyan history,william robert ochieng,,,"Individual dreams in Kenyan history 
William Robert Ochieng' 
",487,"['Dreams and ambitions', 'Wealth and materialism', 'Greed']"
A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=ZtcJl7I_5vsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The Gusii people of Kenya, Africa, were the last major Kenyan ethnic group to be conquered by the British. This is an account of their experience under colonial control and a portrayal of their strong and steadfast resistance. Illustrated with maps and tables.",,a pre colonial history of the gusii of western kenya from c a d 1500 to 1914 | william robert ochieng,,a pre colonial history of the gusii of western kenya from c a d 1500 to 1914,william robert ochieng,,,"A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914 
William Robert Ochieng' 
",488,"['Ethnic diversity', 'Greed', 'Wealth and materialism']"
"The politics of transition from authoritarianism to democracy, 1978-2002",William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=pP8NAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the politics of transition from authoritarianism to democracy 1978 2002 | william robert ochieng,,the politics of transition from authoritarianism to democracy 1978 2002,william robert ochieng,,,"The politics of transition from authoritarianism to democracy, 1978-2002 
William Robert Ochieng' 
",489,"['Bad governance', 'Political violence', 'Leadership and betrayal']"
Historical studies and social change in western Kenya,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=aFLdEiAdhesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,historical studies and social change in western kenya | william robert ochieng,,historical studies and social change in western kenya,william robert ochieng,,,"Historical studies and social change in western Kenya 
William Robert Ochieng' 
",490,"['Wealth and materialism', 'Greed', 'Ethnic diversity']"
The rise of a nationalist cultural state in pre-colonial Kenya,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=iKOaJzyDFFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Vols. for 19 - include a publishers' directory.,,the rise of a nationalist cultural state in pre colonial kenya | william robert ochieng,,the rise of a nationalist cultural state in pre colonial kenya,william robert ochieng,,,"The rise of a nationalist cultural state in pre-colonial Kenya 
William Robert Ochieng' 
",491,"['Wealth and materialism', 'Ethnic diversity', 'Greed']"
Politics and leadership in Africa,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=oRQkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,politics and leadership in africa | william robert ochieng,,politics and leadership in africa,william robert ochieng,,,"Politics and leadership in Africa 
William Robert Ochieng' 
",492,"['Political violence', 'Leadership and betrayal', 'Greed']"
An outline history of Nyanza up to 1914,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=HgdBAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,an outline history of nyanza up to 1914 | william robert ochieng,,an outline history of nyanza up to 1914,william robert ochieng,,,"An outline history of Nyanza up to 1914 
William Robert Ochieng' 
",493,"['Conflict in families', 'Marriage and relationships', 'Love and heartbreak']"
An outline history of the Rift Valley of Kenya up to A.D. 1900,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=JWwcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,an outline history of the rift valley of kenya up to a d 1900 | william robert ochieng,,an outline history of the rift valley of kenya up to a d 1900,william robert ochieng,,,"An outline history of the Rift Valley of Kenya up to A.D. 1900 
William Robert Ochieng' 
",494,"['Wealth and materialism', 'Ethnic diversity', 'Land and displacement']"
The black man's democracy,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=3MlCAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the black man s democracy | william robert ochieng,,the black man s democracy,william robert ochieng,,,"The black man's democracy 
William Robert Ochieng' 
",495,"['Leadership and betrayal', 'Political violence', 'Bad governance']"
Eastern Kenya and its invaders,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=ziJyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,eastern kenya and its invaders | william robert ochieng,,eastern kenya and its invaders,william robert ochieng,,,"Eastern Kenya and its invaders 
William Robert Ochieng' 
",496,"['Ethnic diversity', 'Greed', 'Wealth and materialism']"
The first word,William Robert Ochieng',,,,,,,http://books.google.com/books/content?id=aFLdEiAdhesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,the first word | william robert ochieng,,the first word,william robert ochieng,,,"The first word 
William Robert Ochieng' 
",497,"['Storytelling as resistance', 'Laziness', 'Indigenous knowledge']"
Dust,Yvonne Adhiambo Owuor,,,,,,,https://covers.openlibrary.org/b/id/11623238-L.jpg,ol_author,"""A novel that opens with a young man's murder on the day of the tumultuous 2007 election in Kenya, but then goes into the history of his family and of the splintered African nation around them--in scenes stretching back to a shocking political assassination in 1969 and the Mau Mau uprisings against British colonial rule in the 1950s""--",,dust | yvonne adhiambo owuor,11623238.0,dust,yvonne adhiambo owuor,,,"Dust 
Yvonne Adhiambo Owuor 
",498,"['Wealth and materialism', 'Community solidarity', 'Urbanization']"
Dragonfly Sea,Yvonne Adhiambo Owuor,,,,,,,http://books.google.com/books/content?id=2LmHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"When a contingent of cultural emissaries from China invite Ayaana abroad, she embarks on a dramatic ship's journey to the Far East, where she will make friends and enemies; and, at last, find understanding where she least expects it",,dragonfly sea | yvonne adhiambo owuor,,dragonfly sea,yvonne adhiambo owuor,,,"Dragonfly Sea 
Yvonne Adhiambo Owuor 
",499,"['Urban vs rural life', 'Love and heartbreak', 'Parent-child relationships']"
Weight of whispers,Yvonne Adhiambo Owuor,,,,,,,http://books.google.com/books/content?id=G6Sd04-wJX4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,A novel.,,weight of whispers | yvonne adhiambo owuor,,weight of whispers,yvonne adhiambo owuor,,,"Weight of whispers 
Yvonne Adhiambo Owuor 
",500,"['Youth and unemployment', 'Silence and voice', 'Love and heartbreak']"
"Who I am, who we are",Wambui Wamae Kamiru,,,,,,,,ol_author,,,who i am who we are | wambui wamae kamiru,,who i am who we are,wambui wamae kamiru,,,"Who I am, who we are 
Wambui Wamae Kamiru 
",501,"['Civic responsibility', 'Community solidarity', 'Gender roles and feminism']"
Land without thunder,Grace Ogot,,,,,,,https://covers.openlibrary.org/b/id/3363263-L.jpg,ol_publisher,The first collection of short stories from Kenya's foremost woman novelist. Twelve stories bring alive the author's feeling for the macabre and fantastic - reminiscent of the tragedy in The Promised Land.,,land without thunder | grace ogot,3363263.0,land without thunder,grace ogot,,,"Land without thunder 
Grace Ogot 
",502,"['Climate and nature', 'Fate and free will', 'Indigenous knowledge']"
Re-membering Africa,Ngũgĩ wa Thiongʼo,,,,,,,,ol_publisher,,,re membering africa | ngugi wa thiong o,,re membering africa,ngugi wa thiong o,,,"Re-membering Africa 
Ngũgĩ wa Thiongʼo 
",503,"['Community solidarity', 'Oppression', 'Environmental conservation']"
Kufa kuzikana,Ken Walibora,,,,,,,https://covers.openlibrary.org/b/id/15105751-L.jpg,ol_publisher,"Studies on the aesthetic representations of atrocity the world over have taken different discursive dimensions from history, sociology, political to human rights. These perspectives are usually geared towards understanding the manifestations, extent, political and economic implications of atrocities. In all these cases, representation has been the singular concern. Cultural Archives of Atrocity: Essays on the Protest Tradition in Kenyan Literature, Culture and Society brings together generic ways of interrogating artistic representations of atrocity in Kenya. Couched on interdisciplinary, multidisciplinary and cross-disciplinary approaches, essays in this volume investigate representations of Atrocity in Kenyan Literature, Film, Popular Music and other mediated cultural art forms. Contributors to this volume not only bring on board multiple and competing perspectives on studying atrocity and how they are archived but provide refreshing and valuable insights in examining the artistic and cultural interpellations of atrocity within the socio-political imaginaries of the Kenyan nation. This volume forms part of the growing critical resources for scholars undertaking studies on atrocity within the fields of ethnic studies, cultural studies, postcolonial studies, peace and conflict, criminology, psychology, political economy and history in Kenya.",,kufa kuzikana | ken walibora,15105751.0,kufa kuzikana,ken walibora,,,"Kufa kuzikana 
Ken Walibora 
",504,"['Bad governance', 'Conflict in families', 'Loneliness and isolation']"
To stir the heart,Bessie Head,,,,,,,https://covers.openlibrary.org/b/id/7901640-L.jpg,ol_subject_kenya_fiction,Love and hope are the powerful provocateurs in four stories by two great African writers.,,to stir the heart | bessie head,7901640.0,to stir the heart,bessie head,,,"To stir the heart 
Bessie Head 
",505,"['Trauma and healing', 'Conflict in families', 'Indigenous knowledge']"
The Promised Land,Grace Ogot,,,,,1966-01-01,/works/OL5350878W,https://covers.openlibrary.org/b/id/2304825-L.jpg,ol_enrichment,,,,2304825.0,the promised land,grace ogot,1966.0,60-79,"The Promised Land 
Grace Ogot 
",506,"['Indigenous knowledge', 'Greed', 'Religion and spirituality']"
A call at midnight,Grace Ogot,,,,,2019-01-01,/works/OL32273678W,,ol_enrichment,,,,,a call at midnight,grace ogot,2019.0,15-19,"A call at midnight 
Grace Ogot 
",507,"['Justice and injustice', 'Youth and unemployment', 'Silence and voice']"
The other woman,Grace Ogot,,,,,1976-01-01,/works/OL5350877W,https://covers.openlibrary.org/b/id/3363270-L.jpg,ol_enrichment,,,,3363270.0,the other woman,grace ogot,1976.0,60-79,"The other woman 
Grace Ogot 
",508,"['Morality and ethics', 'Gender roles and feminism', 'Marriage and relationships']"
